,full_name,party,number,chamber,DOB,first_name,method,proportion_male,proportion_female,predicted_gender
284,"FREAR, James Archibald",Republican,70,house,1861.0,James,ipums,0.9996,0.0004,M
285,"HUGHES, James Anthony",Republican,70,house,1861.0,James,ipums,0.9996,0.0004,M
286,"REED, James Alexander",Democrat,70,senate,1861.0,James,ipums,0.9996,0.0004,M
287,"BECK, James Montgomery",Republican,71,house,1861.0,James,ipums,0.9996,0.0004,M
288,"FREAR, James Archibald",Republican,71,house,1861.0,James,ipums,0.9996,0.0004,M
289,"HUGHES, James Anthony",Republican,71,house,1861.0,James,ipums,0.9996,0.0004,M
290,"BECK, James Montgomery",Republican,72,house,1861.0,James,ipums,0.9996,0.0004,M
291,"FREAR, James Archibald",Republican,72,house,1861.0,James,ipums,0.9996,0.0004,M
292,"BECK, James Montgomery",Republican,73,house,1861.0,James,ipums,0.9996,0.0004,M
293,"FREAR, James Archibald",Republican,73,house,1861.0,James,ipums,0.9996,0.0004,M
294,"BRITTEN, Frederick Albert",Republican,65,house,1871.0,Frederick,ipums,0.9984,0.0016,M
295,"DALLINGER, Frederick William",Republican,65,house,1871.0,Frederick,ipums,0.9984,0.0016,M
296,"BRITTEN, Frederick Albert",Republican,66,house,1871.0,Frederick,ipums,0.9984,0.0016,M
297,"DALLINGER, Frederick William",Republican,66,house,1871.0,Frederick,ipums,0.9984,0.0016,M
298,"BRITTEN, Frederick Albert",Republican,67,house,1871.0,Frederick,ipums,0.9984,0.0016,M
299,"DALLINGER, Frederick William",Republican,67,house,1871.0,Frederick,ipums,0.9984,0.0016,M
300,"BRITTEN, Frederick Albert",Republican,68,house,1871.0,Frederick,ipums,0.9984,0.0016,M
301,"DALLINGER, Frederick William",Republican,68,house,1871.0,Frederick,ipums,0.9984,0.0016,M
302,"BRITTEN, Frederick Albert",Republican,69,house,1871.0,Frederick,ipums,0.9984,0.0016,M
303,"DALLINGER, Frederick William",Republican,69,house,1871.0,Frederick,ipums,0.9984,0.0016,M
304,"BRITTEN, Frederick Albert",Republican,70,house,1871.0,Frederick,ipums,0.9984,0.0016,M
305,"DALLINGER, Frederick William",Republican,70,house,1871.0,Frederick,ipums,0.9984,0.0016,M
306,"BRITTEN, Frederick Albert",Republican,71,house,1871.0,Frederick,ipums,0.9984,0.0016,M
307,"DALLINGER, Frederick William",Republican,71,house,1871.0,Frederick,ipums,0.9984,0.0016,M
308,"BRITTEN, Frederick Albert",Republican,72,house,1871.0,Frederick,ipums,0.9984,0.0016,M
309,"DALLINGER, Frederick William",Republican,72,house,1871.0,Frederick,ipums,0.9984,0.0016,M
310,"BRITTEN, Frederick Albert",Republican,73,house,1871.0,Frederick,ipums,0.9984,0.0016,M
311,"BRODBECK, Andrew R.",Democrat,65,house,1860.0,Andrew,ipums,1.0,0.0,M
312,"VOLSTEAD, Andrew John",Republican,65,house,1860.0,Andrew,ipums,1.0,0.0,M
313,"VOLSTEAD, Andrew John",Republican,66,house,1860.0,Andrew,ipums,1.0,0.0,M
314,"VOLSTEAD, Andrew John",Republican,67,house,1860.0,Andrew,ipums,1.0,0.0,M
315,"BROWNE, Edward Everts",Republican,65,house,1868.0,Edward,ipums,0.9966,0.0034,M
316,"BROWNE, Edward Everts",Republican,66,house,1868.0,Edward,ipums,0.9966,0.0034,M
317,"BROWNE, Edward Everts",Republican,67,house,1868.0,Edward,ipums,0.9966,0.0034,M
318,"BROWNE, Edward Everts",Republican,68,house,1868.0,Edward,ipums,0.9966,0.0034,M
319,"BROWNE, Edward Everts",Republican,69,house,1868.0,Edward,ipums,0.9966,0.0034,M
320,"BROWNE, Edward Everts",Republican,70,house,1868.0,Edward,ipums,0.9966,0.0034,M
321,"BROWNE, Edward Everts",Republican,71,house,1868.0,Edward,ipums,0.9966,0.0034,M
322,"BROWNING, William John",Republican,65,house,1850.0,William,ipums,0.9964,0.0036,M
323,"MASON, William Ernest",Republican,65,house,1850.0,William,ipums,0.9964,0.0036,M
324,"BROWNING, William John",Republican,66,house,1850.0,William,ipums,0.9964,0.0036,M
325,"MASON, William Ernest",Republican,66,house,1850.0,William,ipums,0.9964,0.0036,M
326,"MASON, William Ernest",Republican,67,house,1850.0,William,ipums,0.9964,0.0036,M
327,"BRUCKNER, Henry",Democrat,65,house,1871.0,Henry,ipums,0.9999,0.0001,M
328,"EMERSON, Henry Ivory",Republican,65,house,1871.0,Henry,ipums,0.9999,0.0001,M
329,"EMERSON, Henry Ivory",Republican,66,house,1871.0,Henry,ipums,0.9999,0.0001,M
330,"BRUMBAUGH, Clement Laird",Democrat,65,house,1863.0,Clement,ipums,1.0,0.0,M
331,"BRUMBAUGH, Clement Laird",Democrat,66,house,1863.0,Clement,ipums,1.0,0.0,M
332,"BUCHANAN, James Paul",Democrat,65,house,1867.0,James,ipums,0.9994,0.0006,M
333,"GLYNN, James Peter",Republican,65,house,1867.0,James,ipums,0.9994,0.0006,M
334,"PARKER, James Southworth",Republican,65,house,1867.0,James,ipums,0.9994,0.0006,M
335,"BUCHANAN, James Paul",Democrat,66,house,1867.0,James,ipums,0.9994,0.0006,M
336,"GLYNN, James Peter",Republican,66,house,1867.0,James,ipums,0.9994,0.0006,M
337,"PARKER, James Southworth",Republican,66,house,1867.0,James,ipums,0.9994,0.0006,M
338,"BUCHANAN, James Paul",Democrat,67,house,1867.0,James,ipums,0.9994,0.0006,M
339,"GLYNN, James Peter",Republican,67,house,1867.0,James,ipums,0.9994,0.0006,M
340,"PARKER, James Southworth",Republican,67,house,1867.0,James,ipums,0.9994,0.0006,M
341,"BUCHANAN, James Paul",Democrat,68,house,1867.0,James,ipums,0.9994,0.0006,M
342,"PARKER, James Southworth",Republican,68,house,1867.0,James,ipums,0.9994,0.0006,M
343,"BUCHANAN, James Paul",Democrat,69,house,1867.0,James,ipums,0.9994,0.0006,M
344,"GLYNN, James Peter",Republican,69,house,1867.0,James,ipums,0.9994,0.0006,M
345,"PARKER, James Southworth",Republican,69,house,1867.0,James,ipums,0.9994,0.0006,M
346,"BUCHANAN, James Paul",Democrat,70,house,1867.0,James,ipums,0.9994,0.0006,M
347,"GLYNN, James Peter",Republican,70,house,1867.0,James,ipums,0.9994,0.0006,M
348,"PARKER, James Southworth",Republican,70,house,1867.0,James,ipums,0.9994,0.0006,M
349,"BUCHANAN, James Paul",Democrat,71,house,1867.0,James,ipums,0.9994,0.0006,M
350,"GLYNN, James Peter",Republican,71,house,1867.0,James,ipums,0.9994,0.0006,M
351,"PARKER, James Southworth",Republican,71,house,1867.0,James,ipums,0.9994,0.0006,M
352,"BUCHANAN, James Paul",Democrat,72,house,1867.0,James,ipums,0.9994,0.0006,M
353,"PARKER, James Southworth",Republican,72,house,1867.0,James,ipums,0.9994,0.0006,M
354,"BUCHANAN, James Paul",Democrat,73,house,1867.0,James,ipums,0.9994,0.0006,M
355,"PARKER, James Southworth",Republican,73,house,1867.0,James,ipums,0.9994,0.0006,M
356,"BUCHANAN, James Paul",Democrat,74,house,1867.0,James,ipums,0.9994,0.0006,M
357,"BUCHANAN, James Paul",Democrat,75,house,1867.0,James,ipums,0.9994,0.0006,M
358,"HUGHES, James Hurd",Democrat,75,senate,1867.0,James,ipums,0.9994,0.0006,M
359,"HUGHES, James Hurd",Democrat,76,senate,1867.0,James,ipums,0.9994,0.0006,M
360,"HUGHES, James Hurd",Democrat,77,senate,1867.0,James,ipums,0.9994,0.0006,M
361,"BURNETT, John Lawson",Democrat,65,house,1854.0,John,ipums,0.9999,0.0001,M
362,"WATKINS, John Thomas",Democrat,65,house,1854.0,John,ipums,0.9999,0.0001,M
363,"SHAFROTH, John Franklin",Democrat,65,senate,1854.0,John,ipums,0.9999,0.0001,M
364,"WILLIAMS, John Sharp",Democrat,65,senate,1854.0,John,ipums,0.9999,0.0001,M
365,"BURNETT, John Lawson",Democrat,66,house,1854.0,John,ipums,0.9999,0.0001,M
366,"WATKINS, John Thomas",Democrat,66,house,1854.0,John,ipums,0.9999,0.0001,M
367,"WILLIAMS, John Sharp",Democrat,66,senate,1854.0,John,ipums,0.9999,0.0001,M
368,"WILLIAMS, John Sharp",Democrat,67,senate,1854.0,John,ipums,0.9999,0.0001,M
369,"BURROUGHS, Sherman Everett",Republican,65,house,1870.0,Sherman,ipums,1.0,0.0,M
370,"BURROUGHS, Sherman Everett",Republican,66,house,1870.0,Sherman,ipums,1.0,0.0,M
371,"BURROUGHS, Sherman Everett",Republican,67,house,1870.0,Sherman,ipums,1.0,0.0,M
372,"BUTLER, Thomas Stalker",Republican,65,house,1855.0,Thomas,ipums,0.9965,0.0035,M
373,"BUTLER, Thomas Stalker",Republican,66,house,1855.0,Thomas,ipums,0.9965,0.0035,M
374,"BUTLER, Thomas Stalker",Republican,67,house,1855.0,Thomas,ipums,0.9965,0.0035,M
375,"BUTLER, Thomas Stalker",Republican,68,house,1855.0,Thomas,ipums,0.9965,0.0035,M
376,"BUTLER, Thomas Stalker",Republican,69,house,1855.0,Thomas,ipums,0.9965,0.0035,M
377,"BUTLER, Thomas Stalker",Republican,70,house,1855.0,Thomas,ipums,0.9965,0.0035,M
378,"BYRNES, James Francis",Democrat,65,house,1882.0,James,ipums,0.9992,0.0008,M
379,"BYRNES, James Francis",Democrat,66,house,1882.0,James,ipums,0.9992,0.0008,M
380,"BYRNES, James Francis",Democrat,67,house,1882.0,James,ipums,0.9992,0.0008,M
381,"BYRNES, James Francis",Democrat,68,house,1882.0,James,ipums,0.9992,0.0008,M
382,"BYRNES, James Francis",Democrat,72,senate,1882.0,James,ipums,0.9992,0.0008,M
383,"CLAIBORNE, James Robert",Democrat,73,house,1882.0,James,ipums,0.9992,0.0008,M
384,"BYRNES, James Francis",Democrat,73,senate,1882.0,James,ipums,0.9992,0.0008,M
385,"CLAIBORNE, James Robert",Democrat,74,house,1882.0,James,ipums,0.9992,0.0008,M
386,"BYRNES, James Francis",Democrat,74,senate,1882.0,James,ipums,0.9992,0.0008,M
387,"BYRNES, James Francis",Democrat,75,senate,1882.0,James,ipums,0.9992,0.0008,M
388,"BYRNES, James Francis",Democrat,76,senate,1882.0,James,ipums,0.9992,0.0008,M
389,"HEIDINGER, James Vandaveer",Republican,77,house,1882.0,James,ipums,0.9992,0.0008,M
390,"BYRNES, James Francis",Democrat,77,senate,1882.0,James,ipums,0.9992,0.0008,M
391,"HEIDINGER, James Vandaveer",Republican,78,house,1882.0,James,ipums,0.9992,0.0008,M
392,"HEIDINGER, James Vandaveer",Republican,79,house,1882.0,James,ipums,0.9992,0.0008,M
393,"BYRNS, Joseph Wellington",Democrat,65,house,1869.0,Joseph,ipums,0.9982,0.0018,M
394,"FRELINGHUYSEN, Joseph Sherman",Republican,65,senate,1869.0,Joseph,ipums,0.9982,0.0018,M
395,"BYRNS, Joseph Wellington",Democrat,66,house,1869.0,Joseph,ipums,0.9982,0.0018,M
396,"FRELINGHUYSEN, Joseph Sherman",Republican,66,senate,1869.0,Joseph,ipums,0.9982,0.0018,M
397,"BYRNS, Joseph Wellington",Democrat,67,house,1869.0,Joseph,ipums,0.9982,0.0018,M
398,"FRELINGHUYSEN, Joseph Sherman",Republican,67,senate,1869.0,Joseph,ipums,0.9982,0.0018,M
399,"BYRNS, Joseph Wellington",Democrat,68,house,1869.0,Joseph,ipums,0.9982,0.0018,M
400,"BYRNS, Joseph Wellington",Democrat,69,house,1869.0,Joseph,ipums,0.9982,0.0018,M
401,"BYRNS, Joseph Wellington",Democrat,70,house,1869.0,Joseph,ipums,0.9982,0.0018,M
402,"BYRNS, Joseph Wellington",Democrat,71,house,1869.0,Joseph,ipums,0.9982,0.0018,M
403,"BYRNS, Joseph Wellington",Democrat,72,house,1869.0,Joseph,ipums,0.9982,0.0018,M
404,"BYRNS, Joseph Wellington",Democrat,73,house,1869.0,Joseph,ipums,0.9982,0.0018,M
405,"BYRNS, Joseph Wellington",Democrat,74,house,1869.0,Joseph,ipums,0.9982,0.0018,M
406,"CALDWELL, Charles Pope",Democrat,65,house,1875.0,Charles,ipums,0.9997,0.0003,M
407,"CALDWELL, Charles Pope",Democrat,66,house,1875.0,Charles,ipums,0.9997,0.0003,M
408,"BROWNE, Charles",Democrat,68,house,1875.0,Charles,ipums,0.9997,0.0003,M
409,"KARCH, Charles Adam",Democrat,72,house,1875.0,Charles,ipums,0.9997,0.0003,M
410,"PLUMLEY, Charles Albert",Republican,73,house,1875.0,Charles,ipums,0.9997,0.0003,M
411,"PLUMLEY, Charles Albert",Republican,74,house,1875.0,Charles,ipums,0.9997,0.0003,M
412,"PLUMLEY, Charles Albert",Republican,75,house,1875.0,Charles,ipums,0.9997,0.0003,M
413,"PLUMLEY, Charles Albert",Republican,76,house,1875.0,Charles,ipums,0.9997,0.0003,M
414,"PLUMLEY, Charles Albert",Republican,77,house,1875.0,Charles,ipums,0.9997,0.0003,M
415,"PLUMLEY, Charles Albert",Republican,78,house,1875.0,Charles,ipums,0.9997,0.0003,M
416,"PLUMLEY, Charles Albert",Republican,79,house,1875.0,Charles,ipums,0.9997,0.0003,M
417,"PLUMLEY, Charles Albert",Republican,80,house,1875.0,Charles,ipums,0.9997,0.0003,M
418,"PLUMLEY, Charles Albert",Republican,81,house,1875.0,Charles,ipums,0.9997,0.0003,M
419,"CAMPBELL, Guy Edgar",Democrat,65,house,1871.0,Guy,ipums,1.0,0.0,M
420,"CAMPBELL, Guy Edgar",Democrat,66,house,1871.0,Guy,ipums,1.0,0.0,M
421,"CAMPBELL, Guy Edgar",Democrat,67,house,1871.0,Guy,ipums,1.0,0.0,M
422,"CAMPBELL, Guy Edgar",Republican,68,house,1871.0,Guy,ipums,1.0,0.0,M
423,"CAMPBELL, Guy Edgar",Republican,69,house,1871.0,Guy,ipums,1.0,0.0,M
424,"CAMPBELL, Guy Edgar",Republican,70,house,1871.0,Guy,ipums,1.0,0.0,M
425,"CAMPBELL, Guy Edgar",Republican,71,house,1871.0,Guy,ipums,1.0,0.0,M
426,"CAMPBELL, Guy Edgar",Republican,72,house,1871.0,Guy,ipums,1.0,0.0,M
427,"CAMPBELL, Philip Pitt",Republican,65,house,1862.0,Philip,ipums,1.0,0.0,M
428,"CAMPBELL, Philip Pitt",Republican,66,house,1862.0,Philip,ipums,1.0,0.0,M
429,"CAMPBELL, Philip Pitt",Republican,67,house,1862.0,Philip,ipums,1.0,0.0,M
430,"CANDLER, Ezekiel Samuel, Jr.",Democrat,65,house,1862.0,Ezekiel,ipums,1.0,0.0,M
431,"CANDLER, Ezekiel Samuel, Jr.",Democrat,66,house,1862.0,Ezekiel,ipums,1.0,0.0,M
432,"CANNON, Joseph Gurney",Republican,65,house,1836.0,Joseph,ipums,0.9903,0.0097,M
433,"CANNON, Joseph Gurney",Republican,66,house,1836.0,Joseph,ipums,0.9903,0.0097,M
434,"CANNON, Joseph Gurney",Republican,67,house,1836.0,Joseph,ipums,0.9903,0.0097,M
435,"CANTRILL, James Campbell",Democrat,65,house,1870.0,James,ipums,0.9944,0.0056,M
436,"HUSTED, James William",Republican,65,house,1870.0,James,ipums,0.9944,0.0056,M
437,"KEHOE, James Walter",Democrat,65,house,1870.0,James,ipums,0.9944,0.0056,M
438,"CANTRILL, James Campbell",Democrat,66,house,1870.0,James,ipums,0.9944,0.0056,M
439,"HUSTED, James William",Republican,66,house,1870.0,James,ipums,0.9944,0.0056,M
440,"O'CONNOR, James",Democrat,66,house,1870.0,James,ipums,0.9944,0.0056,M
441,"STRONG, James George",Republican,66,house,1870.0,James,ipums,0.9944,0.0056,M
442,"CANTRILL, James Campbell",Democrat,67,house,1870.0,James,ipums,0.9944,0.0056,M
443,"HUSTED, James William",Republican,67,house,1870.0,James,ipums,0.9944,0.0056,M
444,"O'CONNOR, James",Democrat,67,house,1870.0,James,ipums,0.9944,0.0056,M
445,"STRONG, James George",Republican,67,house,1870.0,James,ipums,0.9944,0.0056,M
446,"BUCKLEY, James Richard",Democrat,68,house,1870.0,James,ipums,0.9944,0.0056,M
447,"CANTRILL, James Campbell",Democrat,68,house,1870.0,James,ipums,0.9944,0.0056,M
448,"O'CONNOR, James",Democrat,68,house,1870.0,James,ipums,0.9944,0.0056,M
449,"STRONG, James George",Republican,68,house,1870.0,James,ipums,0.9944,0.0056,M
450,"O'CONNOR, James",Democrat,69,house,1870.0,James,ipums,0.9944,0.0056,M
451,"STRONG, James George",Republican,69,house,1870.0,James,ipums,0.9944,0.0056,M
452,"O'CONNOR, James",Democrat,70,house,1870.0,James,ipums,0.9944,0.0056,M
453,"STRONG, James George",Republican,70,house,1870.0,James,ipums,0.9944,0.0056,M
454,"O'CONNOR, James",Democrat,71,house,1870.0,James,ipums,0.9944,0.0056,M
455,"STRONG, James George",Republican,71,house,1870.0,James,ipums,0.9944,0.0056,M
456,"STRONG, James George",Republican,72,house,1870.0,James,ipums,0.9944,0.0056,M
457,"CAPSTICK, John Henry",Republican,65,house,1856.0,John,ipums,1.0,0.0,M
458,"ROSE, John Marshall",Republican,65,house,1856.0,John,ipums,1.0,0.0,M
459,"ROSE, John Marshall",Republican,66,house,1856.0,John,ipums,1.0,0.0,M
460,"ROSE, John Marshall",Republican,67,house,1856.0,John,ipums,1.0,0.0,M
461,"TYSON, John Russell",Democrat,67,house,1856.0,John,ipums,1.0,0.0,M
462,"TYSON, John Russell",Democrat,68,house,1856.0,John,ipums,1.0,0.0,M
463,"CARAWAY, Thaddeus Horatius",Democrat,65,house,1871.0,Thaddeus,ipums,1.0,0.0,M
464,"CARAWAY, Thaddeus Horatius",Democrat,66,house,1871.0,Thaddeus,ipums,1.0,0.0,M
465,"CARAWAY, Thaddeus Horatius",Democrat,67,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
466,"CARAWAY, Thaddeus Horatius",Democrat,68,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
467,"CARAWAY, Thaddeus Horatius",Democrat,69,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
468,"CARAWAY, Thaddeus Horatius",Democrat,70,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
469,"CARAWAY, Thaddeus Horatius",Democrat,71,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
470,"CARAWAY, Thaddeus Horatius",Democrat,72,senate,1871.0,Thaddeus,ipums,1.0,0.0,M
471,"CAREW, John Francis",Democrat,65,house,1873.0,John,ipums,0.9977,0.0023,M
472,"SCOTT, John Roger Kirkpatrick",Republican,65,house,1873.0,John,ipums,0.9977,0.0023,M
473,"CAREW, John Francis",Democrat,66,house,1873.0,John,ipums,0.9977,0.0023,M
474,"ROBSION, John Marshall",Republican,66,house,1873.0,John,ipums,0.9977,0.0023,M
475,"CAREW, John Francis",Democrat,67,house,1873.0,John,ipums,0.9977,0.0023,M
476,"CLARKE, John Davenport",Republican,67,house,1873.0,John,ipums,0.9977,0.0023,M
477,"KETCHAM, John Clark",Republican,67,house,1873.0,John,ipums,0.9977,0.0023,M
478,"ROBSION, John Marshall",Republican,67,house,1873.0,John,ipums,0.9977,0.0023,M
479,"CAREW, John Francis",Democrat,68,house,1873.0,John,ipums,0.9977,0.0023,M
480,"CLARKE, John Davenport",Republican,68,house,1873.0,John,ipums,0.9977,0.0023,M
481,"KERR, John Hosea",Democrat,68,house,1873.0,John,ipums,0.9977,0.0023,M
482,"KETCHAM, John Clark",Republican,68,house,1873.0,John,ipums,0.9977,0.0023,M
483,"ROBSION, John Marshall",Republican,68,house,1873.0,John,ipums,0.9977,0.0023,M
484,"CAREW, John Francis",Democrat,69,house,1873.0,John,ipums,0.9977,0.0023,M
485,"DOUGLASS, John Joseph",Democrat,69,house,1873.0,John,ipums,0.9977,0.0023,M
486,"KERR, John Hosea",Democrat,69,house,1873.0,John,ipums,0.9977,0.0023,M
487,"KETCHAM, John Clark",Republican,69,house,1873.0,John,ipums,0.9977,0.0023,M
488,"ROBSION, John Marshall",Republican,69,house,1873.0,John,ipums,0.9977,0.0023,M
489,"CAREW, John Francis",Democrat,70,house,1873.0,John,ipums,0.9977,0.0023,M
490,"CLARKE, John Davenport",Republican,70,house,1873.0,John,ipums,0.9977,0.0023,M
491,"DOUGLASS, John Joseph",Democrat,70,house,1873.0,John,ipums,0.9977,0.0023,M
492,"KERR, John Hosea",Democrat,70,house,1873.0,John,ipums,0.9977,0.0023,M
493,"KETCHAM, John Clark",Republican,70,house,1873.0,John,ipums,0.9977,0.0023,M
494,"ROBSION, John Marshall",Republican,70,house,1873.0,John,ipums,0.9977,0.0023,M
495,"CAREW, John Francis",Democrat,71,house,1873.0,John,ipums,0.9977,0.0023,M
496,"CLARKE, John Davenport",Republican,71,house,1873.0,John,ipums,0.9977,0.0023,M
497,"DOUGLASS, John Joseph",Democrat,71,house,1873.0,John,ipums,0.9977,0.0023,M
498,"KERR, John Hosea",Democrat,71,house,1873.0,John,ipums,0.9977,0.0023,M
499,"KETCHAM, John Clark",Republican,71,house,1873.0,John,ipums,0.9977,0.0023,M
500,"ROBSION, John Marshall",Republican,71,house,1873.0,John,ipums,0.9977,0.0023,M
501,"ROBSION, John Marshall",Republican,71,senate,1873.0,John,ipums,0.9977,0.0023,M
502,"CLARKE, John Davenport",Republican,72,house,1873.0,John,ipums,0.9977,0.0023,M
503,"DOUGLASS, John Joseph",Democrat,72,house,1873.0,John,ipums,0.9977,0.0023,M
504,"KERR, John Hosea",Democrat,72,house,1873.0,John,ipums,0.9977,0.0023,M
505,"KETCHAM, John Clark",Republican,72,house,1873.0,John,ipums,0.9977,0.0023,M
506,"CLARKE, John Davenport",Republican,73,house,1873.0,John,ipums,0.9977,0.0023,M
507,"DOUGLASS, John Joseph",Democrat,73,house,1873.0,John,ipums,0.9977,0.0023,M
508,"KERR, John Hosea",Democrat,73,house,1873.0,John,ipums,0.9977,0.0023,M
509,"KERR, John Hosea",Democrat,74,house,1873.0,John,ipums,0.9977,0.0023,M
510,"ROBSION, John Marshall",Republican,74,house,1873.0,John,ipums,0.9977,0.0023,M
511,"KERR, John Hosea",Democrat,75,house,1873.0,John,ipums,0.9977,0.0023,M
512,"ROBSION, John Marshall",Republican,75,house,1873.0,John,ipums,0.9977,0.0023,M
513,"KERR, John Hosea",Democrat,76,house,1873.0,John,ipums,0.9977,0.0023,M
514,"ROBSION, John Marshall",Republican,76,house,1873.0,John,ipums,0.9977,0.0023,M
515,"KERR, John Hosea",Democrat,77,house,1873.0,John,ipums,0.9977,0.0023,M
516,"ROBSION, John Marshall",Republican,77,house,1873.0,John,ipums,0.9977,0.0023,M
517,"KERR, John Hosea",Democrat,78,house,1873.0,John,ipums,0.9977,0.0023,M
518,"ROBSION, John Marshall",Republican,78,house,1873.0,John,ipums,0.9977,0.0023,M
519,"KERR, John Hosea",Democrat,79,house,1873.0,John,ipums,0.9977,0.0023,M
520,"ROBSION, John Marshall",Republican,79,house,1873.0,John,ipums,0.9977,0.0023,M
521,"KERR, John Hosea",Democrat,80,house,1873.0,John,ipums,0.9977,0.0023,M
522,"ROBSION, John Marshall",Republican,80,house,1873.0,John,ipums,0.9977,0.0023,M
523,"KERR, John Hosea",Democrat,81,house,1873.0,John,ipums,0.9977,0.0023,M
524,"KERR, John Hosea",Democrat,82,house,1873.0,John,ipums,0.9977,0.0023,M
525,"CARLIN, Charles Creighton",Democrat,65,house,1866.0,Charles,ipums,0.9998,0.0002,M
526,"EVANS, Charles Robley",Democrat,66,house,1866.0,Charles,ipums,0.9998,0.0002,M
527,"CARTER, Charles David",Democrat,65,house,1868.0,Charles,ipums,0.997,0.003,M
528,"COADY, Charles Pearce",Democrat,65,house,1868.0,Charles,ipums,0.997,0.003,M
529,"CARTER, Charles David",Democrat,66,house,1868.0,Charles,ipums,0.997,0.003,M
530,"COADY, Charles Pearce",Democrat,66,house,1868.0,Charles,ipums,0.997,0.003,M
531,"CARTER, Charles David",Democrat,67,house,1868.0,Charles,ipums,0.997,0.003,M
532,"CARTER, Charles David",Democrat,68,house,1868.0,Charles,ipums,0.997,0.003,M
533,"CARTER, Charles David",Democrat,69,house,1868.0,Charles,ipums,0.997,0.003,M
534,"EATON, Charles Aubrey",Republican,69,house,1868.0,Charles,ipums,0.997,0.003,M
535,"EATON, Charles Aubrey",Republican,70,house,1868.0,Charles,ipums,0.997,0.003,M
536,"EATON, Charles Aubrey",Republican,71,house,1868.0,Charles,ipums,0.997,0.003,M
537,"EATON, Charles Aubrey",Republican,72,house,1868.0,Charles,ipums,0.997,0.003,M
538,"EATON, Charles Aubrey",Republican,73,house,1868.0,Charles,ipums,0.997,0.003,M
539,"EATON, Charles Aubrey",Republican,74,house,1868.0,Charles,ipums,0.997,0.003,M
540,"ECKERT, Charles Richard",Democrat,74,house,1868.0,Charles,ipums,0.997,0.003,M
541,"EATON, Charles Aubrey",Republican,75,house,1868.0,Charles,ipums,0.997,0.003,M
542,"ECKERT, Charles Richard",Democrat,75,house,1868.0,Charles,ipums,0.997,0.003,M
543,"EATON, Charles Aubrey",Republican,76,house,1868.0,Charles,ipums,0.997,0.003,M
