,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
526,Edward,Thye,R,M,senate,84,,ipums,,,,M
527,Arthur,Watkins,R,M,senate,84,1886.0,ipums,,,,M
528,Herman,Welker,R,M,senate,84,1906.0,ipums,,,,M
529,Alexander,Wiley,R,M,senate,84,1884.0,ipums,,,,M
530,John,Williams,R,M,senate,84,1904.0,ipums,,,,M
531,Thomas,Wofford,D,M,senate,84,1908.0,ipums,,,,M
532,Milton,Young,R,M,senate,84,1897.0,ipums,,,,M
533,George,Aiken,R,M,senate,85,1892.0,ipums,,,,M
536,Frank,Barrett,R,M,senate,85,1892.0,ipums,,,,M
537,James,Beall,R,M,senate,85,1894.0,ipums,,,,M
540,William,Blakley,D,M,senate,85,1898.0,ipums,,,,M
541,John,Bricker,R,M,senate,85,,ipums,,,,M
542,Henry,Bridges,R,M,senate,85,1898.0,ipums,,,,M
544,John,Butler,R,M,senate,85,1897.0,ipums,,,,M
545,Harry,Byrd,D,M,senate,85,1887.0,ipums,,,,M
546,Homer,Capehart,R,M,senate,85,1897.0,ipums,,,,M
547,Frank,Carlson,R,M,senate,85,1893.0,ipums,,,,M
548,John,Carroll,D,M,senate,85,1901.0,ipums,,,,M
552,Frank,Church,D,M,senate,85,1924.0,ipums,,,,M
553,Joseph,Clark,D,M,senate,85,1901.0,ipums,,,,M
554,John,Cooper,R,M,senate,85,1901.0,ipums,,,,M
555,Norris,Cotton,R,M,senate,85,,ipums,,,,M
556,Carl,Curtis,R,M,senate,85,1905.0,ipums,,,,M
557,Marion,Daniel,D,M,senate,85,1910.0,ipums,,,,M
559,Paul,Douglas,D,M,senate,85,1892.0,ipums,,,,M
560,Henry,Dworshak,R,M,senate,85,1894.0,ipums,,,,M
561,James,Eastland,D,M,senate,85,1904.0,ipums,,,,M
563,Joseph,Ervin,D,M,senate,85,1901.0,ipums,,,,M
564,Ralph,Flanders,R,M,senate,85,1880.0,ipums,,,,M
565,Joseph,Frear,D,M,senate,85,1903.0,ipums,,,,M
566,James,Fulbright,D,M,senate,85,1905.0,ipums,,,,M
567,Barry,Goldwater,R,M,senate,85,1909.0,ipums,,,,M
568,Albert,Gore,D,M,senate,85,1907.0,ipums,,,,M
569,Theodore,Green,D,M,senate,85,1867.0,ipums,,,,M
570,Carl,Hayden,D,M,senate,85,1877.0,ipums,,,,M
571,Thomas,Hennings,D,M,senate,85,1903.0,ipums,,,,M
573,Joseph,Hill,D,M,senate,85,1894.0,ipums,,,,M
574,John,Hoblitzell,R,M,senate,85,1912.0,ipums,,,,M
577,Hubert,Humphrey,I,M,senate,85,1911.0,ipums,,,,M
579,Henry,Jackson,D,M,senate,85,1912.0,ipums,,,,M
580,Jacob,Javits,R,M,senate,85,1904.0,ipums,,,,M
581,William,Jenner,R,M,senate,85,1908.0,ipums,,,,M
582,Lyndon,Johnson,D,M,senate,85,,ipums,,,,M
584,Benjamin,Jordan,D,M,senate,85,1896.0,ipums,,,,M
585,Carey,Kefauver,D,M,senate,85,1903.0,ipums,,,,M
586,John,Kennedy,D,M,senate,85,1917.0,ipums,,,,M
587,Robert,Kerr,D,M,senate,85,1896.0,ipums,,,,M
588,William,Knowland,R,M,senate,85,1908.0,ipums,,,,M
589,Thomas,Kuchel,R,M,senate,85,1910.0,ipums,,,,M
590,William,Langer,R,M,senate,85,1886.0,ipums,,,,M
591,Frank,Lausche,D,M,senate,85,1895.0,ipums,,,,M
593,Warren,Magnuson,D,M,senate,85,1905.0,ipums,,,,M
594,George,Malone,R,M,senate,85,1890.0,ipums,,,,M
595,Michael,Mansfield,D,M,senate,85,1903.0,ipums,,,,M
596,Edward,Martin,R,M,senate,85,1879.0,ipums,,,,M
597,Thomas,Martin,R,M,senate,85,1893.0,ipums,,,,M
598,Joseph,McCarthy,R,M,senate,85,1908.0,ipums,,,,M
599,John,McClellan,D,M,senate,85,1896.0,ipums,,,,M
600,Patrick,McNamara,D,M,senate,85,1894.0,ipums,,,,M
605,James,Murray,D,M,senate,85,1876.0,ipums,,,,M
606,Matthew,Neely,D,M,senate,85,1874.0,ipums,,,,M
607,Richard,Neuberger,D,M,senate,85,1912.0,ipums,,,,M
608,Joseph,O?Mahoney,D,M,senate,85,1884.0,ipums,,,,M
609,John,Pastore,D,M,senate,85,1907.0,ipums,,,,M
610,Frederick,Payne,R,M,senate,85,1904.0,ipums,,,,M
611,Charles,Potter,R,M,senate,85,1916.0,ipums,,,,M
612,William,Proxmire,D,M,senate,85,1915.0,ipums,,,,M
613,William,Purtell,R,M,senate,85,1897.0,ipums,,,,M
614,Jennings,Randolph,D,M,senate,85,1902.0,ipums,,,,M
615,William,Revercomb,R,M,senate,85,1895.0,ipums,,,,M
616,Absalom,Robertson,D,M,senate,85,1887.0,ipums,,,,M
617,Richard,Russell,D,M,senate,85,1897.0,ipums,,,,M
618,Leverett,Saltonstall,R,M,senate,85,1892.0,ipums,,,,M
619,Andrew,Schoeppel,R,M,senate,85,1894.0,ipums,,,,M
620,William,Scott,D,M,senate,85,1896.0,ipums,,,,M
621,George,Smathers,D,M,senate,85,1913.0,ipums,,,,M
622,Howard,Smith,R,M,senate,85,1880.0,ipums,,,,M
623,Margaret,Smith,R,F,senate,85,1897.0,ipums,,,,F
624,John,Sparkman,D,M,senate,85,,ipums,,,,M
625,John,Stennis,D,M,senate,85,1901.0,ipums,,,,M
626,William,Symington,D,M,senate,85,1901.0,ipums,,,,M
627,Herman,Talmadge,D,M,senate,85,1913.0,ipums,,,,M
628,Strom,Thurmond,D,M,senate,85,1902.0,ipums,,,,M
629,Edward,Thye,R,M,senate,85,,ipums,,,,M
630,Arthur,Watkins,R,M,senate,85,1886.0,ipums,,,,M
631,Alexander,Wiley,R,M,senate,85,1884.0,ipums,,,,M
632,John,Williams,R,M,senate,85,1904.0,ipums,,,,M
633,Ralph,Yarborough,D,M,senate,85,1903.0,ipums,,,,M
634,Milton,Young,R,M,senate,85,1897.0,ipums,,,,M
635,George,Aiken,R,M,senate,86,1892.0,ipums,,,,M
638,Edward,Bartlett,D,M,senate,86,1904.0,ipums,,,,M
639,James,Beall,R,M,senate,86,1894.0,ipums,,,,M
642,Henry,Bridges,R,M,senate,86,1898.0,ipums,,,,M
643,Clarence,Brunsdale,R,M,senate,86,1891.0,ipums,,,,M
646,John,Butler,R,M,senate,86,1897.0,ipums,,,,M
647,Harry,Byrd,D,M,senate,86,1887.0,ipums,,,,M
648,Robert,Byrd,D,M,senate,86,1917.0,ipums,,,,M
649,Howard,Cannon,D,M,senate,86,1912.0,ipums,,,,M
650,Homer,Capehart,R,M,senate,86,1897.0,ipums,,,,M
651,Frank,Carlson,R,M,senate,86,1893.0,ipums,,,,M
652,John,Carroll,D,M,senate,86,1901.0,ipums,,,,M
656,Frank,Church,D,M,senate,86,1924.0,ipums,,,,M
657,Joseph,Clark,D,M,senate,86,1901.0,ipums,,,,M
658,John,Cooper,R,M,senate,86,1901.0,ipums,,,,M
659,Norris,Cotton,R,M,senate,86,,ipums,,,,M
660,Carl,Curtis,R,M,senate,86,1905.0,ipums,,,,M
662,Thomas,Dodd,D,M,senate,86,1907.0,ipums,,,,M
663,Paul,Douglas,D,M,senate,86,1892.0,ipums,,,,M
664,Henry,Dworshak,R,M,senate,86,1894.0,ipums,,,,M
665,James,Eastland,D,M,senate,86,1904.0,ipums,,,,M
668,Joseph,Ervin,D,M,senate,86,1901.0,ipums,,,,M
670,Joseph,Frear,D,M,senate,86,1903.0,ipums,,,,M
671,James,Fulbright,D,M,senate,86,1905.0,ipums,,,,M
672,Barry,Goldwater,R,M,senate,86,1909.0,ipums,,,,M
673,Albert,Gore,D,M,senate,86,1907.0,ipums,,,,M
674,Theodore,Green,D,M,senate,86,1867.0,ipums,,,,M
675,Ernest,Gruening,D,M,senate,86,1887.0,ipums,,,,M
676,Philip,Hart,D,M,senate,86,1912.0,ipums,,,,M
677,Rupert,Hartke,D,M,senate,86,1919.0,ipums,,,,M
678,Carl,Hayden,D,M,senate,86,1877.0,ipums,,,,M
679,Thomas,Hennings,D,M,senate,86,1903.0,ipums,,,,M
681,Joseph,Hill,D,M,senate,86,1894.0,ipums,,,,M
684,Hubert,Humphrey,I,M,senate,86,1911.0,ipums,,,,M
685,Henry,Jackson,D,M,senate,86,1912.0,ipums,,,,M
686,Jacob,Javits,R,M,senate,86,1904.0,ipums,,,,M
687,Lyndon,Johnson,D,M,senate,86,,ipums,,,,M
689,Benjamin,Jordan,D,M,senate,86,1896.0,ipums,,,,M
690,Kenneth,Keating,R,M,senate,86,1900.0,ipums,,,,M
691,Carey,Kefauver,D,M,senate,86,1903.0,ipums,,,,M
692,John,Kennedy,D,M,senate,86,1917.0,ipums,,,,M
693,Robert,Kerr,D,M,senate,86,1896.0,ipums,,,,M
694,Thomas,Kuchel,R,M,senate,86,1910.0,ipums,,,,M
695,William,Langer,R,M,senate,86,1886.0,ipums,,,,M
696,Frank,Lausche,D,M,senate,86,1895.0,ipums,,,,M
697,Oren,Long,D,M,senate,86,1889.0,ipums,,,,M
698,Edward,Long,D,M,senate,86,1908.0,ipums,,,,M
700,Hall,Lusk,D,M,senate,86,1883.0,ipums,,,,M
701,Warren,Magnuson,D,M,senate,86,1905.0,ipums,,,,M
702,Michael,Mansfield,D,M,senate,86,1903.0,ipums,,,,M
703,Thomas,Martin,R,M,senate,86,1893.0,ipums,,,,M
704,Eugene,McCarthy,I,M,senate,86,1916.0,ipums,,,,M
705,John,McClellan,D,M,senate,86,1896.0,ipums,,,,M
707,Patrick,McNamara,D,M,senate,86,1894.0,ipums,,,,M
711,Frank,Moss,D,M,senate,86,1911.0,ipums,,,,M
713,James,Murray,D,M,senate,86,1876.0,ipums,,,,M
714,Edmund,Muskie,D,M,senate,86,1914.0,ipums,,,,M
715,Maurine,Neuberger,D,F,senate,86,1907.0,ipums,,,,F
716,Richard,Neuberger,D,M,senate,86,1912.0,ipums,,,,M
717,Joseph,O?Mahoney,D,M,senate,86,1884.0,ipums,,,,M
718,John,Pastore,D,M,senate,86,1907.0,ipums,,,,M
719,Winston,Prouty,R,M,senate,86,1906.0,ipums,,,,M
720,William,Proxmire,D,M,senate,86,1915.0,ipums,,,,M
721,Jennings,Randolph,D,M,senate,86,1902.0,ipums,,,,M
722,Absalom,Robertson,D,M,senate,86,1887.0,ipums,,,,M
723,Richard,Russell,D,M,senate,86,1897.0,ipums,,,,M
724,Leverett,Saltonstall,R,M,senate,86,1892.0,ipums,,,,M
725,Andrew,Schoeppel,R,M,senate,86,1894.0,ipums,,,,M
726,Hugh,Scott,R,M,senate,86,1900.0,ipums,,,,M
727,George,Smathers,D,M,senate,86,1913.0,ipums,,,,M
728,Margaret,Smith,R,F,senate,86,1897.0,ipums,,,,F
729,Benjamin,Smith,D,M,senate,86,1916.0,ipums,,,,M
730,John,Sparkman,D,M,senate,86,,ipums,,,,M
731,John,Stennis,D,M,senate,86,1901.0,ipums,,,,M
732,William,Symington,D,M,senate,86,1901.0,ipums,,,,M
733,Herman,Talmadge,D,M,senate,86,1913.0,ipums,,,,M
734,Strom,Thurmond,D,M,senate,86,1902.0,ipums,,,,M
735,Alexander,Wiley,R,M,senate,86,1884.0,ipums,,,,M
736,John,Williams,R,M,senate,86,1904.0,ipums,,,,M
738,Ralph,Yarborough,D,M,senate,86,1903.0,ipums,,,,M
739,Stephen,Young,D,M,senate,86,1889.0,ipums,,,,M
740,Milton,Young,R,M,senate,86,1897.0,ipums,,,,M
741,George,Aiken,R,M,senate,87,1892.0,ipums,,,,M
744,Edward,Bartlett,D,M,senate,87,1904.0,ipums,,,,M
745,James,Beall,R,M,senate,87,1894.0,ipums,,,,M
748,William,Blakley,D,M,senate,87,1898.0,ipums,,,,M
749,James,Boggs,R,M,senate,87,1909.0,ipums,,,,M
750,Joseph,Bottum,R,M,senate,87,1903.0,ipums,,,,M
751,Henry,Bridges,R,M,senate,87,1898.0,ipums,,,,M
754,John,Butler,R,M,senate,87,1897.0,ipums,,,,M
755,Robert,Byrd,D,M,senate,87,1917.0,ipums,,,,M
756,Harry,Byrd,D,M,senate,87,1887.0,ipums,,,,M
757,Howard,Cannon,D,M,senate,87,1912.0,ipums,,,,M
758,Homer,Capehart,R,M,senate,87,1897.0,ipums,,,,M
759,Frank,Carlson,R,M,senate,87,1893.0,ipums,,,,M
760,John,Carroll,D,M,senate,87,1901.0,ipums,,,,M
764,Frank,Church,D,M,senate,87,1924.0,ipums,,,,M
765,Joseph,Clark,D,M,senate,87,1901.0,ipums,,,,M
766,John,Cooper,R,M,senate,87,1901.0,ipums,,,,M
767,Norris,Cotton,R,M,senate,87,,ipums,,,,M
768,Carl,Curtis,R,M,senate,87,1905.0,ipums,,,,M
770,Thomas,Dodd,D,M,senate,87,1907.0,ipums,,,,M
771,Paul,Douglas,D,M,senate,87,1892.0,ipums,,,,M
772,Henry,Dworshak,R,M,senate,87,1894.0,ipums,,,,M
773,James,Eastland,D,M,senate,87,1904.0,ipums,,,,M
776,Joseph,Ervin,D,M,senate,87,1901.0,ipums,,,,M
778,James,Fulbright,D,M,senate,87,1905.0,ipums,,,,M
779,Barry,Goldwater,R,M,senate,87,1909.0,ipums,,,,M
780,Albert,Gore,D,M,senate,87,1907.0,ipums,,,,M
781,Ernest,Gruening,D,M,senate,87,1887.0,ipums,,,,M
782,Philip,Hart,D,M,senate,87,1912.0,ipums,,,,M
783,Rupert,Hartke,D,M,senate,87,1919.0,ipums,,,,M
784,Carl,Hayden,D,M,senate,87,1877.0,ipums,,,,M
786,John,Hickey,D,M,senate,87,1911.0,ipums,,,,M
787,Joseph,Hill,D,M,senate,87,1894.0,ipums,,,,M
790,Hubert,Humphrey,I,M,senate,87,1911.0,ipums,,,,M
791,Henry,Jackson,D,M,senate,87,1912.0,ipums,,,,M
792,Jacob,Javits,R,M,senate,87,1904.0,ipums,,,,M
793,Lyndon,Johnson,D,M,senate,87,,ipums,,,,M
795,Benjamin,Jordan,D,M,senate,87,1896.0,ipums,,,,M
796,Leonard,Jordan,R,M,senate,87,1899.0,ipums,,,,M
797,Kenneth,Keating,R,M,senate,87,1900.0,ipums,,,,M
798,Carey,Kefauver,D,M,senate,87,1903.0,ipums,,,,M
799,Edward,Kennedy,D,M,senate,87,1932.0,ssa,,,,M
800,Robert,Kerr,D,M,senate,87,1896.0,ipums,,,,M
801,Thomas,Kuchel,R,M,senate,87,1910.0,ipums,,,,M
802,Frank,Lausche,D,M,senate,87,1895.0,ipums,,,,M
803,Oren,Long,D,M,senate,87,1889.0,ipums,,,,M
804,Edward,Long,D,M,senate,87,1908.0,ipums,,,,M
806,Warren,Magnuson,D,M,senate,87,1905.0,ipums,,,,M
807,Michael,Mansfield,D,M,senate,87,1903.0,ipums,,,,M
808,Eugene,McCarthy,I,M,senate,87,1916.0,ipums,,,,M
809,John,McClellan,D,M,senate,87,1896.0,ipums,,,,M
811,Thomas,McIntyre,D,M,senate,87,1915.0,ipums,,,,M
812,Patrick,McNamara,D,M,senate,87,1894.0,ipums,,,,M
813,Edwin,Mechem,R,M,senate,87,1912.0,ipums,,,,M
815,Jack,Miller,R,M,senate,87,1916.0,ipums,,,,M
819,Frank,Moss,D,M,senate,87,1911.0,ipums,,,,M
822,Edmund,Muskie,D,M,senate,87,1914.0,ipums,,,,M
823,Maurine,Neuberger,D,F,senate,87,1907.0,ipums,,,,F
824,John,Pastore,D,M,senate,87,1907.0,ipums,,,,M
825,James,Pearson,R,M,senate,87,1920.0,ipums,,,,M
826,Claiborne,Pell,D,M,senate,87,1918.0,ipums,,,,M
827,Winston,Prouty,R,M,senate,87,1906.0,ipums,,,,M
828,William,Proxmire,D,M,senate,87,1915.0,ipums,,,,M
829,Jennings,Randolph,D,M,senate,87,1902.0,ipums,,,,M
830,Absalom,Robertson,D,M,senate,87,1887.0,ipums,,,,M
831,Richard,Russell,D,M,senate,87,1897.0,ipums,,,,M
832,Leverett,Saltonstall,R,M,senate,87,1892.0,ipums,,,,M
833,Andrew,Schoeppel,R,M,senate,87,1894.0,ipums,,,,M
834,Hugh,Scott,R,M,senate,87,1900.0,ipums,,,,M
835,Milward,Simpson,R,M,senate,87,1897.0,ipums,,,,M
836,George,Smathers,D,M,senate,87,1913.0,ipums,,,,M
837,Benjamin,Smith,D,M,senate,87,1916.0,ipums,,,,M
838,Margaret,Smith,R,F,senate,87,1897.0,ipums,,,,F
839,John,Sparkman,D,M,senate,87,,ipums,,,,M
840,John,Stennis,D,M,senate,87,1901.0,ipums,,,,M
841,William,Symington,D,M,senate,87,1901.0,ipums,,,,M
842,Herman,Talmadge,D,M,senate,87,1913.0,ipums,,,,M
843,Strom,Thurmond,D,M,senate,87,1902.0,ipums,,,,M
844,John,Tower,R,M,senate,87,1925.0,ipums,,,,M
845,Alexander,Wiley,R,M,senate,87,1884.0,ipums,,,,M
847,John,Williams,R,M,senate,87,1904.0,ipums,,,,M
848,Ralph,Yarborough,D,M,senate,87,1903.0,ipums,,,,M
849,Stephen,Young,D,M,senate,87,1889.0,ipums,,,,M
850,Milton,Young,R,M,senate,87,1897.0,ipums,,,,M
851,George,Aiken,R,M,senate,88,1892.0,ipums,,,,M
854,Edward,Bartlett,D,M,senate,88,1904.0,ipums,,,,M
855,Ross,Bass,D,M,senate,88,1918.0,ipums,,,,M
856,Birch,Bayh,D,M,senate,88,1928.0,ipums,,,,M
857,James,Beall,R,M,senate,88,1894.0,ipums,,,,M
860,James,Boggs,R,M,senate,88,1909.0,ipums,,,,M
861,Daniel,Brewster,D,M,senate,88,1923.0,ipums,,,,M
863,Robert,Byrd,D,M,senate,88,1917.0,ipums,,,,M
864,Harry,Byrd,D,M,senate,88,1887.0,ipums,,,,M
865,Howard,Cannon,D,M,senate,88,1912.0,ipums,,,,M
866,Frank,Carlson,R,M,senate,88,1893.0,ipums,,,,M
868,Frank,Church,D,M,senate,88,1924.0,ipums,,,,M
869,Joseph,Clark,D,M,senate,88,1901.0,ipums,,,,M
870,John,Cooper,R,M,senate,88,1901.0,ipums,,,,M
871,Norris,Cotton,R,M,senate,88,,ipums,,,,M
872,Carl,Curtis,R,M,senate,88,1905.0,ipums,,,,M
874,Thomas,Dodd,D,M,senate,88,1907.0,ipums,,,,M
875,Peter,Dominick,R,M,senate,88,1915.0,ipums,,,,M
876,Paul,Douglas,D,M,senate,88,1892.0,ipums,,,,M
877,James,Eastland,D,M,senate,88,1904.0,ipums,,,,M
878,James,Edmondson,D,M,senate,88,1925.0,ipums,,,,M
881,Joseph,Ervin,D,M,senate,88,1901.0,ipums,,,,M
883,James,Fulbright,D,M,senate,88,1905.0,ipums,,,,M
884,Barry,Goldwater,R,M,senate,88,1909.0,ipums,,,,M
885,Albert,Gore,D,M,senate,88,1907.0,ipums,,,,M
886,Ernest,Gruening,D,M,senate,88,1887.0,ipums,,,,M
887,Fred,Harris,D,M,senate,88,1930.0,ssa,,,,M
888,Philip,Hart,D,M,senate,88,1912.0,ipums,,,,M
889,Rupert,Hartke,D,M,senate,88,1919.0,ipums,,,,M
890,Carl,Hayden,D,M,senate,88,1877.0,ipums,,,,M
892,Joseph,Hill,D,M,senate,88,1894.0,ipums,,,,M
895,Hubert,Humphrey,I,M,senate,88,1911.0,ipums,,,,M
896,Daniel,Inouye,D,M,senate,88,1924.0,ipums,,,,M
897,Henry,Jackson,D,M,senate,88,1912.0,ipums,,,,M
898,Jacob,Javits,R,M,senate,88,1904.0,ipums,,,,M
900,Benjamin,Jordan,D,M,senate,88,1896.0,ipums,,,,M
901,Leonard,Jordan,R,M,senate,88,1899.0,ipums,,,,M
902,Kenneth,Keating,R,M,senate,88,1900.0,ipums,,,,M
903,Carey,Kefauver,D,M,senate,88,1903.0,ipums,,,,M
904,Edward,Kennedy,D,M,senate,88,1932.0,ssa,,,,M
905,Thomas,Kuchel,R,M,senate,88,1910.0,ipums,,,,M
906,Frank,Lausche,D,M,senate,88,1895.0,ipums,,,,M
907,Edward,Long,D,M,senate,88,1908.0,ipums,,,,M
909,Warren,Magnuson,D,M,senate,88,1905.0,ipums,,,,M
910,Michael,Mansfield,D,M,senate,88,1903.0,ipums,,,,M
911,Eugene,McCarthy,I,M,senate,88,1916.0,ipums,,,,M
912,John,McClellan,D,M,senate,88,1896.0,ipums,,,,M
914,George,McGovern,D,M,senate,88,1922.0,ipums,,,,M
915,Thomas,McIntyre,D,M,senate,88,1915.0,ipums,,,,M
916,Patrick,McNamara,D,M,senate,88,1894.0,ipums,,,,M
917,Edwin,Mechem,R,M,senate,88,1912.0,ipums,,,,M
919,Jack,Miller,R,M,senate,88,1916.0,ipums,,,,M
920,Walter,Mondale,I,M,senate,88,1928.0,ipums,,,,M
922,Joseph,Montoya,D,M,senate,88,1915.0,ipums,,,,M
925,Frank,Moss,D,M,senate,88,1911.0,ipums,,,,M
927,George,Murphy,R,M,senate,88,1902.0,ipums,,,,M
928,Edmund,Muskie,D,M,senate,88,1914.0,ipums,,,,M
930,Maurine,Neuberger,D,F,senate,88,1907.0,ipums,,,,F
931,John,Pastore,D,M,senate,88,1907.0,ipums,,,,M
932,James,Pearson,R,M,senate,88,1920.0,ipums,,,,M
933,Claiborne,Pell,D,M,senate,88,1918.0,ipums,,,,M
934,Winston,Prouty,R,M,senate,88,1906.0,ipums,,,,M
935,William,Proxmire,D,M,senate,88,1915.0,ipums,,,,M
936,Jennings,Randolph,D,M,senate,88,1902.0,ipums,,,,M
937,Abraham,Ribicoff,D,M,senate,88,1910.0,ipums,,,,M
938,Absalom,Robertson,D,M,senate,88,1887.0,ipums,,,,M
939,Richard,Russell,D,M,senate,88,1897.0,ipums,,,,M
941,Leverett,Saltonstall,R,M,senate,88,1892.0,ipums,,,,M
942,Hugh,Scott,R,M,senate,88,1900.0,ipums,,,,M
943,Milward,Simpson,R,M,senate,88,1897.0,ipums,,,,M
944,George,Smathers,D,M,senate,88,1913.0,ipums,,,,M
945,Margaret,Smith,R,F,senate,88,1897.0,ipums,,,,F
946,John,Sparkman,D,M,senate,88,,ipums,,,,M
947,John,Stennis,D,M,senate,88,1901.0,ipums,,,,M
948,William,Symington,D,M,senate,88,1901.0,ipums,,,,M
949,Herman,Talmadge,D,M,senate,88,1913.0,ipums,,,,M
950,Strom,Thurmond,R,M,senate,88,1902.0,ipums,,,,M
952,John,Tower,R,M,senate,88,1925.0,ipums,,,,M
953,Herbert,Walters,D,M,senate,88,1891.0,ipums,,,,M
954,John,Williams,R,M,senate,88,1904.0,ipums,,,,M
956,Ralph,Yarborough,D,M,senate,88,1903.0,ipums,,,,M
957,Stephen,Young,D,M,senate,88,1889.0,ipums,,,,M
958,Milton,Young,R,M,senate,88,1897.0,ipums,,,,M
959,George,Aiken,R,M,senate,89,1892.0,ipums,,,,M
962,Edward,Bartlett,D,M,senate,89,1904.0,ipums,,,,M
963,Ross,Bass,D,M,senate,89,1918.0,ipums,,,,M
964,Birch,Bayh,D,M,senate,89,1928.0,ipums,,,,M
967,James,Boggs,R,M,senate,89,1909.0,ipums,,,,M
968,Daniel,Brewster,D,M,senate,89,1923.0,ipums,,,,M
970,Robert,Byrd,D,M,senate,89,1917.0,ipums,,,,M
971,Harry,Byrd,D,M,senate,89,1887.0,ipums,,,,M
973,Howard,Cannon,D,M,senate,89,1912.0,ipums,,,,M
974,Frank,Carlson,R,M,senate,89,1893.0,ipums,,,,M
976,Frank,Church,D,M,senate,89,1924.0,ipums,,,,M
977,Joseph,Clark,D,M,senate,89,1901.0,ipums,,,,M
978,John,Cooper,R,M,senate,89,1901.0,ipums,,,,M
979,Norris,Cotton,R,M,senate,89,,ipums,,,,M
980,Carl,Curtis,R,M,senate,89,1905.0,ipums,,,,M
982,Thomas,Dodd,D,M,senate,89,1907.0,ipums,,,,M
983,Peter,Dominick,R,M,senate,89,1915.0,ipums,,,,M
984,Paul,Douglas,D,M,senate,89,1892.0,ipums,,,,M
985,James,Eastland,D,M,senate,89,1904.0,ipums,,,,M
987,Joseph,Ervin,D,M,senate,89,1901.0,ipums,,,,M
988,Paul,Fannin,R,M,senate,89,1907.0,ipums,,,,M
990,James,Fulbright,D,M,senate,89,1905.0,ipums,,,,M
991,Albert,Gore,D,M,senate,89,1907.0,ipums,,,,M
992,Robert,Griffin,R,M,senate,89,1923.0,ipums,,,,M
993,Ernest,Gruening,D,M,senate,89,1887.0,ipums,,,,M
994,Fred,Harris,D,M,senate,89,1930.0,ssa,,,,M
995,Philip,Hart,D,M,senate,89,1912.0,ipums,,,,M
996,Rupert,Hartke,D,M,senate,89,1919.0,ipums,,,,M
997,Carl,Hayden,D,M,senate,89,1877.0,ipums,,,,M
999,Joseph,Hill,D,M,senate,89,1894.0,ipums,,,,M
1001,Ernest,Hollings,D,M,senate,89,1922.0,ipums,,,,M
1003,Daniel,Inouye,D,M,senate,89,1924.0,ipums,,,,M
1004,Henry,Jackson,D,M,senate,89,1912.0,ipums,,,,M
1005,Jacob,Javits,R,M,senate,89,1904.0,ipums,,,,M
1007,Benjamin,Jordan,D,M,senate,89,1896.0,ipums,,,,M
1008,Leonard,Jordan,R,M,senate,89,1899.0,ipums,,,,M
1009,Robert,Kennedy,D,M,senate,89,1925.0,ipums,,,,M
1010,Edward,Kennedy,D,M,senate,89,1932.0,ssa,,,,M
1011,Thomas,Kuchel,R,M,senate,89,1910.0,ipums,,,,M
1012,Frank,Lausche,D,M,senate,89,1895.0,ipums,,,,M
1013,Edward,Long,D,M,senate,89,1908.0,ipums,,,,M
1015,Warren,Magnuson,D,M,senate,89,1905.0,ipums,,,,M
1016,Michael,Mansfield,D,M,senate,89,1903.0,ipums,,,,M
1017,Eugene,McCarthy,I,M,senate,89,1916.0,ipums,,,,M
1018,John,McClellan,D,M,senate,89,1896.0,ipums,,,,M
1020,George,McGovern,D,M,senate,89,1922.0,ipums,,,,M
1021,Thomas,McIntyre,D,M,senate,89,1915.0,ipums,,,,M
1022,Patrick,McNamara,D,M,senate,89,1894.0,ipums,,,,M
1024,Jack,Miller,R,M,senate,89,1916.0,ipums,,,,M
1025,Walter,Mondale,I,M,senate,89,1928.0,ipums,,,,M
1027,Joseph,Montoya,D,M,senate,89,1915.0,ipums,,,,M
1030,Frank,Moss,D,M,senate,89,1911.0,ipums,,,,M
1032,George,Murphy,R,M,senate,89,1902.0,ipums,,,,M
1033,Edmund,Muskie,D,M,senate,89,1914.0,ipums,,,,M
1035,Maurine,Neuberger,D,F,senate,89,1907.0,ipums,,,,F
1036,John,Pastore,D,M,senate,89,1907.0,ipums,,,,M
1037,James,Pearson,R,M,senate,89,1920.0,ipums,,,,M
1038,Claiborne,Pell,D,M,senate,89,1918.0,ipums,,,,M
1039,Winston,Prouty,R,M,senate,89,1906.0,ipums,,,,M
1040,William,Proxmire,D,M,senate,89,1915.0,ipums,,,,M
1041,Jennings,Randolph,D,M,senate,89,1902.0,ipums,,,,M
1042,Abraham,Ribicoff,D,M,senate,89,1910.0,ipums,,,,M
1043,Absalom,Robertson,D,M,senate,89,1887.0,ipums,,,,M
1044,Richard,Russell,D,M,senate,89,1897.0,ipums,,,,M
1045,Donald,Russell,D,M,senate,89,1906.0,ipums,,,,M
1046,Leverett,Saltonstall,R,M,senate,89,1892.0,ipums,,,,M
1047,Hugh,Scott,R,M,senate,89,1900.0,ipums,,,,M
1048,Milward,Simpson,R,M,senate,89,1897.0,ipums,,,,M
1049,George,Smathers,D,M,senate,89,1913.0,ipums,,,,M
1050,Margaret,Smith,R,F,senate,89,1897.0,ipums,,,,F
1051,John,Sparkman,D,M,senate,89,,ipums,,,,M
1052,William,Spong,D,M,senate,89,1920.0,ipums,,,,M
1053,John,Stennis,D,M,senate,89,1901.0,ipums,,,,M
1054,William,Symington,D,M,senate,89,1901.0,ipums,,,,M
